Mean (SD) Noncompartmental Pharmacokinetic Parameters After Multiple Doses of 5 mg/day in Older Men,C0444504|C2347634|C2348143|C1705911|C0439064|C0178602|C0439084|C0439422|C0728893|C0580836|C0025266,[qnco]|[qnco]|[qnco]|[idcn]|[qnco]|[qnco]|[qnco]|[qnco]|[qnco]|[tmco]|[popg],Statistical mean|Population Mean|Sample Mean|Pharmacokinetic Parameters Domain|Numerous|Dosage|>5|milligram/day|+5|Old|Male population group,,,
Mean (SD) Pharmacokinetic Parameters in Healthy Young Subjects (n=15),C0444504|C2347634|C2348143|C1705911|C1708335|C0332239|C0369718|C0441922,"[qnco]|[qnco]|[qnco]|[idcn]|[popg]|[tmco]|[aapp, imft]|[inpr]",Statistical mean|Population Mean|Sample Mean|Pharmacokinetic Parameters Domain|Healthy Volunteers|Young|N not otherwise specified Antibody|N+ (tumor staging),,,
Mean ( SD),C0444504|C2347634|C2348143|C2699239,[qnco]|[qnco]|[qnco]|[mamm],"Statistical mean|Population Mean|Sample Mean|SD, Rat Strain",,,
Mean AUC,C0444504|C0376690|C2347634|C2348143,[qnco]|[qnco]|[qnco]|[qnco],Statistical mean|Area Under Curve|Population Mean|Sample Mean,,,
Mean Cmax,C0444504|C2347813|C2347634|C2348143,[qnco]|[qnco]|[qnco]|[qnco],Statistical mean|Cmax|Population Mean|Sample Mean,,,
Methotrexate,C0025677,"[orch, phsu]",Methotrexate,,,
Miscellaneous,C0205395|C1706184,[qlco]|[qnco],Miscellaneous|Miscellaneous Potency Unit,,,
NSAIDs,C0003211,[phsu],"Anti-Inflammatory Agents, Non-Steroidal",,,
Name of the Concomitant Drug,C0027365|C1547383|C0521115|C0013227|C1254351,[inpr]|[inpr]|[tmco]|[phsu]|[phsu],Name|Person Name|Simultaneous|Pharmaceutical Preparations|Pharmacologic Substance,,,
Noted or anticipated Outcome,C1316572|C1317574|C3840775|C1274040,[clna]|[inpr]|[fndg]|[ftcn],Evaluation and management note:Finding:Point in time:{Setting}:Document:{Provider}|Note (document)|Anticipated|Result,,,
OATP1B1 Inhibitors,C3819042,[moft],Organic Anion Transporting Polypeptide 1B1 Inhibitors [MoA],,,
OATP1B1 and BCRP Substrate,C1420131|C3812257|C1332002|C1710236|C3891814|C1704927,[gngm]|[gngm]|[gngm]|[mnob]|[sbst]|[gngm],SLCO1B1 gene|SLCO1B1 wt Allele|ABCG2 gene|Substrate Device Component|Substrate|ABCG2 wt Allele,,,
Oral antidiabetic drugs,C0029167|C0935929|C0175795|C0304289|C0442027,[bmod]|[phsu]|[topp]|[phsu]|[spco],Oral Medicine|Antidiabetics|oral medication|Oral drug preparation|Oral,,,
Oral drugs for which sevelamer did not alter the pharmacokinetics when administered concomitantly,C0029167|C0175795|C0304289|C0718050|C1518422|C0392747|C0031327|C0031328|C1521801,"[bmod]|[topp]|[phsu]|[orch, phsu]|[ftcn]|[ftcn]|[phsf]|[ftcn]|[ftcn]",Oral Medicine|oral medication|Oral drug preparation|sevelamer|Negation|Changing|Drug Kinetics|Pharmacokinetic aspects|Having administered,,,
Oral drugs that are to be separated from Velphoro and meals,C0029167|C0175795|C0304289|C0040363|C0041260|C1883351|C0086972|C0443299|C0687118|C3696395|C1998602,"[bmod]|[topp]|[phsu]|[geoa]|[aapp, enzy]|[qlco]|[fndg]|[qlco]|[ftcn]|[phsu]|[dora]",Oral Medicine|oral medication|Oral drug preparation|Togo|Tryptophanase|To|Separated from cohabitee|Separate|Detached|Velphoro|Meal (occasion for eating),,,
Oral drugs that have demonstrated interaction with sevelamer and are to be dosed separately from Renagel,C0029167|C0175795|C0304289|C1704675|C0718050|C0040363|C0041260|C1883351|C0178602|C0869039|C1114758|C0526563,"[bmod]|[topp]|[phsu]|[ftcn]|[orch, phsu]|[geoa]|[aapp, enzy]|[qlco]|[qnco]|[qnco]|[clna]|[orch, phsu]",Oral Medicine|oral medication|Oral drug preparation|Interaction|sevelamer|Togo|Tryptophanase|To|Dosage|Unit dose|Dose number:Number:Point in time:^Patient:Quantitative|RenaGel,,,
Oral drugs that have demonstrated interaction with sevelamer and are to be dosed separately from Renvela,C0029167|C0175795|C0304289|C1704675|C0718050|C0040363|C0041260|C1883351|C0178602|C0869039|C1114758|C1968327,"[bmod]|[topp]|[phsu]|[ftcn]|[orch, phsu]|[geoa]|[aapp, enzy]|[qlco]|[qnco]|[qnco]|[clna]|[orch, phsu]",Oral Medicine|oral medication|Oral drug preparation|Interaction|sevelamer|Togo|Tryptophanase|To|Dosage|Unit dose|Dose number:Number:Point in time:^Patient:Quantitative|Renvela,,,
Oral drugs that have to be separated from Auryxia and meals,C0029167|C0175795|C0304289|C0040363|C0041260|C1883351|C0086972|C0443299|C0687118|C3864953|C1998602,"[bmod]|[topp]|[phsu]|[geoa]|[aapp, enzy]|[qlco]|[fndg]|[qlco]|[ftcn]|[phsu]|[dora]",Oral Medicine|oral medication|Oral drug preparation|Togo|Tryptophanase|To|Separated from cohabitee|Separate|Detached|Auryxia|Meal (occasion for eating),,,
Oral drugs that have to be separated from Phoslyra,C0029167|C0175795|C0304289|C0040363|C0041260|C1883351|C0086972|C0443299|C0687118|C3153639,"[bmod]|[topp]|[phsu]|[geoa]|[aapp, enzy]|[qlco]|[fndg]|[qlco]|[ftcn]|[inch, phsu]",Oral Medicine|oral medication|Oral drug preparation|Togo|Tryptophanase|To|Separated from cohabitee|Separate|Detached|Phoslyra,,,
Oral drugs thathave demonstrated interaction with sevelamer and are to be dosed separately from Renvela,C0029167|C1704675|C0175795|C0304289|C0718050|C0040363|C0041260|C1883351|C0178602|C0869039|C1114758|C1968327,"[bmod]|[ftcn]|[topp]|[phsu]|[orch, phsu]|[geoa]|[aapp, enzy]|[qlco]|[qnco]|[qnco]|[clna]|[orch, phsu]",Oral Medicine|Interaction|oral medication|Oral drug preparation|sevelamer|Togo|Tryptophanase|To|Dosage|Unit dose|Dose number:Number:Point in time:^Patient:Quantitative|Renvela,,,
Other Agents,C0450442|C1254351|C1521826,[chvf]|[phsu]|[inpr],Agent|Pharmacologic Substance|Protocol Agent,,,
Other Drugs /  Dietary Supplements,C0013227|C0242295|C3687832,[phsu]|[food]|[topp],Pharmaceutical Preparations|Dietary Supplements|Drugs,,,
Other Drugs/Dietary Supplements,C0013227|C0242295|C3687832,[phsu]|[food]|[topp],Pharmaceutical Preparations|Dietary Supplements|Drugs,,,
Oxcarbazepine Dose(mg/day),C0069751|C0178602|C0869039|C1114758|C0439422,"[orch, phsu]|[qnco]|[qnco]|[clna]|[qnco]",oxcarbazepine|Dosage|Unit dose|Dose number:Number:Point in time:^Patient:Quantitative|milligram/day,,,
Prescribing Recommendations,C0278329|C0034866,[hlca]|[idcn],prescribed|Recommendation,,,
Prescribing Recommendations for LIPTRUZET,C0278329|C0034866|C3643634,"[hlca]|[idcn]|[orch, phsu]",prescribed|Recommendation|Liptruzet,,,
Prescribing Recommendations,C0278329|C0034866,[hlca]|[idcn],prescribed|Recommendation,,,
PrescribingRecommendations,,,,,,
PrescribingRecommendations,,,,,,
Radiographic Agents,C0444708|C0450442|C1254351|C1521826,[npop]|[chvf]|[phsu]|[inpr],Radiographic|Agent|Pharmacologic Substance|Protocol Agent,,,
Ratio (90% Confidence Interval) of Co-administered DrugPharmacokinetic Parameters with/withouttipranavir/ritonavir; ,C0456603|C1547037|C0439083|C0009667|C0439087|C3842582|C3245499|C1521801|C0449381|C0292818,"[qnco]|[inpr]|[qnco]|[qnco]|[qnco]|[fndg]|[geoa]|[ftcn]|[fndg]|[orch, phsu]",Ratio|data type - ratio|>90|Confidence Intervals|<90|90%|Colombia|Having administered|Observation parameter|Ritonavir,,,
Ratio (90% Confidence Interval) of Co-administered DrugPharmacokinetic Parameters with/withouttipranavir/ritonavir; ,C0456603|C1547037|C0439083|C0009667|C0439087|C3842582|C3245499|C1521801|C0449381|C0292818,"[qnco]|[inpr]|[qnco]|[qnco]|[qnco]|[fndg]|[geoa]|[ftcn]|[fndg]|[orch, phsu]","Ratio|data type - ratio|>90|Confidence Intervals|<90|90%|Colombia|Having administered|Observation parameter|Ritonavir""No Effect = 1.00",C1280500|C2348382|C2827734|C2981698|C3816745,"[qnco]|[inpr]|[qnco]|[qnco]|[qnco]|[fndg]|[geoa]|[ftcn]|[fndg]|[orch, phsu][qlco]|[qlco]|[qnco]|[clas]|[fndg]","Ratio|data type - ratio|>90|Confidence Intervals|<90|90%|Colombia|Having administered|Observation parameter|RitonavirEffect|Effect, Appearance|1+ Score|1+ Score, WHO|1+"
Ratio (90% Confidence Interval) of Tipranavir Pharmacokinetic Parameters with/withoutCo-administered Drug; ,C0456603|C1547037|C0439083|C0009667|C0439087|C3842582|C0663733|C1705911|C1521801|C0013227|C1254351,"[qnco]|[inpr]|[qnco]|[qnco]|[qnco]|[fndg]|[orch, phsu]|[idcn]|[ftcn]|[phsu]|[phsu]",Ratio|data type - ratio|>90|Confidence Intervals|<90|90%|tipranavir|Pharmacokinetic Parameters Domain|Having administered|Pharmaceutical Preparations|Pharmacologic Substance,,,
Ratio (90% Confidence Interval) of Tipranavir Pharmacokinetic Parameters with/withoutCo-administered Drug; ,C0456603|C1547037|C0439083|C0009667|C0439087|C3842582|C0663733|C1705911|C1521801|C0013227|C1254351,"[qnco]|[inpr]|[qnco]|[qnco]|[qnco]|[fndg]|[orch, phsu]|[idcn]|[ftcn]|[phsu]|[phsu]","Ratio|data type - ratio|>90|Confidence Intervals|<90|90%|tipranavir|Pharmacokinetic Parameters Domain|Having administered|Pharmaceutical Preparations|Pharmacologic Substance""No Effect = 1.00",C1280500|C2348382|C2827734|C2981698|C3816745,"[qnco]|[inpr]|[qnco]|[qnco]|[qnco]|[fndg]|[orch, phsu]|[idcn]|[ftcn]|[phsu]|[phsu][qlco]|[qlco]|[qnco]|[clas]|[fndg]","Ratio|data type - ratio|>90|Confidence Intervals|<90|90%|tipranavir|Pharmacokinetic Parameters Domain|Having administered|Pharmaceutical Preparations|Pharmacologic SubstanceEffect|Effect, Appearance|1+ Score|1+ Score, WHO|1+"
Ratio (with/without CRIXIVAN) of Coadministered DrugPharmacokinetic Parameters (90% CI); ,C0456603|C1547037|C0701105|C0449381|C0439083|C0008107|C3259781|C0439087|C3842582,"[qnco]|[inpr]|[orch, phsu]|[fndg]|[qnco]|[geoa]|[lbpr]|[qnco]|[fndg]",Ratio|data type - ratio|Crixivan|Observation parameter|>90|Chile|Coagulation Index Measurement|<90|90%,,,
Ratio (with/without CRIXIVAN) of Coadministered DrugPharmacokinetic Parameters (90% CI); ,C0456603|C1547037|C0701105|C0449381|C0439083|C0008107|C3259781|C0439087|C3842582,"[qnco]|[inpr]|[orch, phsu]|[fndg]|[qnco]|[geoa]|[lbpr]|[qnco]|[fndg]","Ratio|data type - ratio|Crixivan|Observation parameter|>90|Chile|Coagulation Index Measurement|<90|90%""No Effect = 1.00",C1280500|C2348382|C2827734|C2981698|C3816745,"[qnco]|[inpr]|[orch, phsu]|[fndg]|[qnco]|[geoa]|[lbpr]|[qnco]|[fndg][qlco]|[qlco]|[qnco]|[clas]|[fndg]","Ratio|data type - ratio|Crixivan|Observation parameter|>90|Chile|Coagulation Index Measurement|<90|90%Effect|Effect, Appearance|1+ Score|1+ Score, WHO|1+"
Ratio (with/without azithromycin) of Coadministered Drug Pharmacokinetic Parameters (90% CI); ,C0456603|C1547037|C0052796|C0013227|C1705911|C1254351|C0439083|C0008107|C3259781|C0439087|C3842582,"[qnco]|[inpr]|[antb, orch]|[phsu]|[idcn]|[phsu]|[qnco]|[geoa]|[lbpr]|[qnco]|[fndg]",Ratio|data type - ratio|Azithromycin|Pharmaceutical Preparations|Pharmacokinetic Parameters Domain|Pharmacologic Substance|>90|Chile|Coagulation Index Measurement|<90|90%,,,
Ratio (with/without azithromycin) of Coadministered Drug Pharmacokinetic Parameters (90% CI); ,C0456603|C1547037|C0052796|C0013227|C1705911|C1254351|C0439083|C0008107|C3259781|C0439087|C3842582,"[qnco]|[inpr]|[antb, orch]|[phsu]|[idcn]|[phsu]|[qnco]|[geoa]|[lbpr]|[qnco]|[fndg]","Ratio|data type - ratio|Azithromycin|Pharmaceutical Preparations|Pharmacokinetic Parameters Domain|Pharmacologic Substance|>90|Chile|Coagulation Index Measurement|<90|90%""No Effect = 1.00",C1280500|C2348382|C2827734|C2981698|C3816745,"[qnco]|[inpr]|[antb, orch]|[phsu]|[idcn]|[phsu]|[qnco]|[geoa]|[lbpr]|[qnco]|[fndg][qlco]|[qlco]|[qnco]|[clas]|[fndg]","Ratio|data type - ratio|Azithromycin|Pharmaceutical Preparations|Pharmacokinetic Parameters Domain|Pharmacologic Substance|>90|Chile|Coagulation Index Measurement|<90|90%Effect|Effect, Appearance|1+ Score|1+ Score, WHO|1+"
Ratio (with/without coadministered drug) of Azithromycin Pharmacokinetic Parameters (90% CI); ,C0456603|C1547037|C0013227|C1254351|C0052796|C1705911|C0439083|C0008107|C3259781|C0439087|C3842582,"[qnco]|[inpr]|[phsu]|[phsu]|[antb, orch]|[idcn]|[qnco]|[geoa]|[lbpr]|[qnco]|[fndg]",Ratio|data type - ratio|Pharmaceutical Preparations|Pharmacologic Substance|Azithromycin|Pharmacokinetic Parameters Domain|>90|Chile|Coagulation Index Measurement|<90|90%,,,
Ratio (with/without coadministered drug) of Azithromycin Pharmacokinetic Parameters (90% CI); ,C0456603|C1547037|C0013227|C1254351|C0052796|C1705911|C0439083|C0008107|C3259781|C0439087|C3842582,"[qnco]|[inpr]|[phsu]|[phsu]|[antb, orch]|[idcn]|[qnco]|[geoa]|[lbpr]|[qnco]|[fndg]","Ratio|data type - ratio|Pharmaceutical Preparations|Pharmacologic Substance|Azithromycin|Pharmacokinetic Parameters Domain|>90|Chile|Coagulation Index Measurement|<90|90%""No Effect = 1.00",C1280500|C2348382|C2827734|C2981698|C3816745,"[qnco]|[inpr]|[phsu]|[phsu]|[antb, orch]|[idcn]|[qnco]|[geoa]|[lbpr]|[qnco]|[fndg][qlco]|[qlco]|[qnco]|[clas]|[fndg]","Ratio|data type - ratio|Pharmaceutical Preparations|Pharmacologic Substance|Azithromycin|Pharmacokinetic Parameters Domain|>90|Chile|Coagulation Index Measurement|<90|90%Effect|Effect, Appearance|1+ Score|1+ Score, WHO|1+"
Ratio (with/without coadministered drug) of IndinavirPharmacokinetic Parameters (90% CI); ,C0456603|C1547037|C0013227|C1254351|C0449381|C0439083|C0008107|C3259781|C0439087|C3842582,[qnco]|[inpr]|[phsu]|[phsu]|[fndg]|[qnco]|[geoa]|[lbpr]|[qnco]|[fndg],Ratio|data type - ratio|Pharmaceutical Preparations|Pharmacologic Substance|Observation parameter|>90|Chile|Coagulation Index Measurement|<90|90%,,,
Ratio (with/without coadministered drug) of IndinavirPharmacokinetic Parameters (90% CI); ,C0456603|C1547037|C0013227|C1254351|C0449381|C0439083|C0008107|C3259781|C0439087|C3842582,[qnco]|[inpr]|[phsu]|[phsu]|[fndg]|[qnco]|[geoa]|[lbpr]|[qnco]|[fndg],"Ratio|data type - ratio|Pharmaceutical Preparations|Pharmacologic Substance|Observation parameter|>90|Chile|Coagulation Index Measurement|<90|90%""No Effect = 1.00",C1280500|C2348382|C2827734|C2981698|C3816745,[qnco]|[inpr]|[phsu]|[phsu]|[fndg]|[qnco]|[geoa]|[lbpr]|[qnco]|[fndg][qlco]|[qlco]|[qnco]|[clas]|[fndg],"Ratio|data type - ratio|Pharmaceutical Preparations|Pharmacologic Substance|Observation parameter|>90|Chile|Coagulation Index Measurement|<90|90%Effect|Effect, Appearance|1+ Score|1+ Score, WHO|1+"
Recommendation,C0034866,[idcn],Recommendation,,,
Recommendation(Exposure),C0034866|C0274281|C0332157,[idcn]|[inpo]|[clna],Recommendation|Injury due to exposure to external cause|Exposure to,,,
Recommendations for Drug Dosage Adjustment/Comments,C0034866|C0870450|C0376209|C0282411|C0947611|C1705247|C0456081|C0683269,[idcn]|[qnco]|[inbe]|[inpr]|[inpr]|[cnce]|[ftcn]|[inbe],Recommendation|drug dosages|Individual Adjustment|Published Comment|Comment|Comment Domain|Adjustment Action|Psychological adjustment,,,
Recommendations for DrugDosage Adjustment/Comments,C0034866|C0376209|C0282411|C0947611|C1705247|C0456081|C0683269,[idcn]|[inbe]|[inpr]|[inpr]|[cnce]|[ftcn]|[inbe],Recommendation|Individual Adjustment|Published Comment|Comment|Comment Domain|Adjustment Action|Psychological adjustment,,,
Recommendations for Voriconazole Dosage Adjustment/Comments,C0034866|C0393080|C0178602|C0376209|C0282411|C0947611|C1705247|C0456081|C0683269,"[idcn]|[orch, phsu]|[qnco]|[inbe]|[inpr]|[inpr]|[cnce]|[ftcn]|[inbe]",Recommendation|voriconazole|Dosage|Individual Adjustment|Published Comment|Comment|Comment Domain|Adjustment Action|Psychological adjustment,,,
Recommendations for VoriconazoleDosage Adjustment/Comments,C0034866|C0376209|C0282411|C0947611|C1705247|C0456081|C0683269,[idcn]|[inbe]|[inpr]|[inpr]|[cnce]|[ftcn]|[inbe],Recommendation|Individual Adjustment|Published Comment|Comment|Comment Domain|Adjustment Action|Psychological adjustment,,,
Recommendations forVoriconazole Dosage Adjustment/Comments,C0034866|C0178602|C0376209|C0282411|C0947611|C1705247|C0456081|C0683269,[idcn]|[qnco]|[inbe]|[inpr]|[inpr]|[cnce]|[ftcn]|[inbe],Recommendation|Dosage|Individual Adjustment|Published Comment|Comment|Comment Domain|Adjustment Action|Psychological adjustment,,,
Risperidone Dose Recommendation,C0073393|C0178602|C0034866|C0869039|C1114758,"[orch, phsu]|[qnco]|[idcn]|[qnco]|[clna]",Risperidone|Dosage|Recommendation|Unit dose|Dose number:Number:Point in time:^Patient:Quantitative,,,
Risperidone Dose Recommendation,C0073393|C0178602|C0034866|C0869039|C1114758,"[orch, phsu]|[qnco]|[idcn]|[qnco]|[clna]",Risperidone|Dosage|Recommendation|Unit dose|Dose number:Number:Point in time:^Patient:Quantitative,,,
RisperidoneDose Recommendation,C0034866,[idcn],Recommendation,,,
RisperidoneDoseRecommendation,,,,,,
Specific Drugs,C0205369|C0013227|C3687832|C1552740,[qlco]|[phsu]|[topp]|[inpr],Specific qualifier value|Pharmaceutical Preparations|Drugs|Entity Determiner - specific,,,
Specific Drugs Reported,C0205369|C0013227|C3687832|C1552740|C0684224|C0700287,[qlco]|[phsu]|[topp]|[inpr]|[inpr]|[hlca],Specific qualifier value|Pharmaceutical Preparations|Drugs|Entity Determiner - specific|Report (document)|Reporting,,,
Stavudine Dosage,C0164662|C0178602,"[nnon, phsu]|[qnco]",Stavudine|Dosage,,,
"Strong CYP3A4 Inducers (e.g., carbamazepine, rifampin)",C0442821|C3850041|C0006949|C0682993|C0035608,"[qlco]|[phsu]|[orch, phsu]|[orch]|[antb, orch]",Strong|Cytochrome P-450 CYP3A4 Inducers|Carbamazepine|carbamazepin|Rifampin,,,
"Strong CYP3A4 Inhibitors (e.g., itraconazole, clarithromycin) or strong CYP2D6 inhibitors (e.g., quinidine, fluoxetine, paroxetine)",C0442821|C3850053|C0064113|C0055856|C2962190|C3850058|C0034414|C0016365|C0070122,"[qlco]|[phsu]|[orch, phsu]|[antb, orch]|[moft]|[phsu]|[orch, phsu]|[orch, phsu]|[orch, phsu]",Strong|Cytochrome P-450 CYP3A4 Inhibitors|Itraconazole|Clarithromycin|Cytochrome P450 2D6 Inhibitors [MoA]|Cytochrome P-450 CYP2D6 Inhibitors|Quinidine|Fluoxetine|Paroxetine,,,
"Strong CYP3A4 inhibitors (e.g., itraconazole, ketoconazole, posaconazole, voriconazole, erythromycin, clarithromycin, telithromycin, HIV protease inhibitors,boceprevir, telaprevir, nefazodone), gemfibrozil, cyclosporine, danazol",C0442821|C3850053|C0064113|C0022625|C0936148|C0393080|C0014806|C0055856|C0907410|C0162714|C2756991|C1738934|C1876229|C0068485|C0017245|C0010592|C0010594|C0010961,"[qlco]|[phsu]|[orch, phsu]|[orch, phsu]|[orch, phsu]|[orch, phsu]|[antb, orch]|[antb, orch]|[antb, orch]|[phsu]|[moft]|[aapp, phsu]|[aapp, phsu]|[orch, phsu]|[orch, phsu]|[aapp, phsu]|[imft, phsu]|[horm, orch, phsu]",Strong|Cytochrome P-450 CYP3A4 Inhibitors|Itraconazole|Ketoconazole|posaconazole|voriconazole|Erythromycin|Clarithromycin|telithromycin|HIV Protease Inhibitors|HIV Protease Inhibitors [MoA]|boceprevir|telaprevir|nefazodone|Gemfibrozil|Cyclosporine|Cyclosporins|Danazol,,,
"StrongCYP3A4inhibitors(e.g.,itraconazole,ketoconazole,posaconazole,voriconazole,erythromycin,clarithromycin,telithromycin,HIVproteaseinhibitors,boceprevir,telaprevir,nefazodone,cobicistatcontainingproducts),gemfibrozil,cyclosporine,danazol",C0064113|C0022625|C0936148|C0393080|C0014806|C0055856|C0907410|C1738934|C1876229|C0068485|C0017245|C0010592|C0010594|C0010961,"[orch, phsu]|[orch, phsu]|[orch, phsu]|[orch, phsu]|[antb, orch]|[antb, orch]|[antb, orch]|[aapp, phsu]|[aapp, phsu]|[orch, phsu]|[orch, phsu]|[aapp, phsu]|[imft, phsu]|[horm, orch, phsu]",Itraconazole|Ketoconazole|posaconazole|voriconazole|Erythromycin|Clarithromycin|telithromycin|boceprevir|telaprevir|nefazodone|Gemfibrozil|Cyclosporine|Cyclosporins|Danazol,,,
Sympathomimetics,C0039052,[phsu],Sympathomimetics,,,
TOPAMAX Concentration,C0723778|C0004268|C0086045|C1446561,"[orch, phsu]|[menp]|[menp]|[qnco]",Topamax|Attention|Mental concentration|Concentration measurement,,,
Tmax(hr),C2348796,[qnco],Tmax,,,
Topiramate Concentration,C0076829|C0004268|C0086045|C1446561,"[orch, phsu]|[menp]|[menp]|[qnco]",topiramate|Attention|Mental concentration|Concentration measurement,,,
TopiramateConcentration,,,,,,
Topiramate Concentration,C0076829|C0004268|C0086045|C1446561,"[orch, phsu]|[menp]|[menp]|[qnco]",topiramate|Attention|Mental concentration|Concentration measurement,,,
TopiramateConcentration,,,,,,
Type Of Interaction,C0332307|C1547052|C1704675,[qlco]|[qnco]|[ftcn],Type - attribute|*Type - Kind of quantity|Interaction,,,
Type of Interaction,C0332307|C1547052|C1704675,[qlco]|[qnco]|[ftcn],Type - attribute|*Type - Kind of quantity|Interaction,,,
Vardenafil 10 mgPlacebo-subtracted,C0971579|C3842590|C1719767|C2348589,"[orch, phsu]|[fndg]|[inpr]|[phpr]",vardenafil|10%|Subtract - dosing instruction fragment|Subtraction process,,,
Vardenafil 20 mgPlacebo-subtracted,C0971579|C3842589|C1719767|C2348589,"[orch, phsu]|[fndg]|[inpr]|[phpr]",vardenafil|20%|Subtract - dosing instruction fragment|Subtraction process,,,
Vardenafil10 mgPlacebo-Subtracted,C1719767|C2348589,[inpr]|[phpr],Subtract - dosing instruction fragment|Subtraction process,,,
Vardenafil20 mgPlacebo-Subtracted,C1719767|C2348589,[inpr]|[phpr],Subtract - dosing instruction fragment|Subtraction process,,,
Voriconazole Plasma Exposure (Cmax and AUC? after 200 mg q12h),C0393080|C0032105|C0274281|C0332157|C1550098|C2347813|C0376690|C0026410|C0585327|C0439269|C1960952|C2346927,"[orch, phsu]|[bdsu]|[inpo]|[clna]|[bdsu]|[qnco]|[qnco]|[geoa]|[tmco]|[qnco]|[qnco]|[elii, phsu]","voriconazole|Plasma|Injury due to exposure to external cause|Exposure to|Plasma, NOS (not otherwise specified)|Cmax|Area Under Curve|Mongolia|Every twelve hours|mg/dL|Milligram percent|Magnesium Cation",,,
Voriconazole Plasma Exposure(Cmax and AUC? ,C0393080|C0032105|C0274281|C0332157|C1550098|C2347813|C0376690,"[orch, phsu]|[bdsu]|[inpo]|[clna]|[bdsu]|[qnco]|[qnco]","voriconazole|Plasma|Injury due to exposure to external cause|Exposure to|Plasma, NOS (not otherwise specified)|Cmax|Area Under Curve",,,
Voriconazole Plasma Exposure(Cmax and AUC? ,C0393080|C0032105|C0274281|C0332157|C1550098|C2347813|C0376690,"[orch, phsu]|[bdsu]|[inpo]|[clna]|[bdsu]|[qnco]|[qnco]","voriconazole|Plasma|Injury due to exposure to external cause|Exposure to|Plasma, NOS (not otherwise specified)|Cmax|Area Under Curve""after 200 mg q12h)",C0026410|C0585327|C0439269|C1960952|C2346927,"[orch, phsu]|[bdsu]|[inpo]|[clna]|[bdsu]|[qnco]|[qnco][geoa]|[tmco]|[qnco]|[qnco]|[elii, phsu]","voriconazole|Plasma|Injury due to exposure to external cause|Exposure to|Plasma, NOS (not otherwise specified)|Cmax|Area Under CurveMongolia|Every twelve hours|mg/dL|Milligram percent|Magnesium Cation"
Voriconazole Plasma Exposure(Cmax and AUC? ,C0393080|C0032105|C0274281|C0332157|C1550098|C2347813|C0376690,"[orch, phsu]|[bdsu]|[inpo]|[clna]|[bdsu]|[qnco]|[qnco]","voriconazole|Plasma|Injury due to exposure to external cause|Exposure to|Plasma, NOS (not otherwise specified)|Cmax|Area Under Curve",,,
Voriconazole Plasma Exposure(Cmax and AUC? ,C0393080|C0032105|C0274281|C0332157|C1550098|C2347813|C0376690,"[orch, phsu]|[bdsu]|[inpo]|[clna]|[bdsu]|[qnco]|[qnco]","voriconazole|Plasma|Injury due to exposure to external cause|Exposure to|Plasma, NOS (not otherwise specified)|Cmax|Area Under Curve""after200 mg Q12h)",C0026410|C0585327|C0439269|C1960952|C2346927,"[orch, phsu]|[bdsu]|[inpo]|[clna]|[bdsu]|[qnco]|[qnco][geoa]|[tmco]|[qnco]|[qnco]|[elii, phsu]","voriconazole|Plasma|Injury due to exposure to external cause|Exposure to|Plasma, NOS (not otherwise specified)|Cmax|Area Under CurveMongolia|Every twelve hours|mg/dL|Milligram percent|Magnesium Cation"
Voriconazole PlasmaExposure(Cmax and AUC? ,C0393080|C2347813|C0376690,"[orch, phsu]|[qnco]|[qnco]",voriconazole|Cmax|Area Under Curve,,,
Voriconazole PlasmaExposure(Cmax and AUC? ,C0393080|C2347813|C0376690,"[orch, phsu]|[qnco]|[qnco]","voriconazole|Cmax|Area Under Curve""after200 mg q12h)",C0026410|C0585327|C0439269|C1960952|C2346927,"[orch, phsu]|[qnco]|[qnco][geoa]|[tmco]|[qnco]|[qnco]|[elii, phsu]",voriconazole|Cmax|Area Under CurveMongolia|Every twelve hours|mg/dL|Milligram percent|Magnesium Cation
blood dyscrasias - see cancer collagen vascular disease congestive heart failureCONTRAINDICATIONS,C0018939|C0042789|C1947903|C0006826|C0262428|C0742742|C0018787|C1281570|C0009325|C0005847|C0018802|C1558950|C1801960|C0998265|C1306459,[dsyn]|[orgf]|[acty]|[neop]|[dsyn]|[qlco]|[bpoc]|[bpoc]|[aapp]|[bpoc]|[dsyn]|[fndg]|[qlco]|[euka]|[neop],Hematological Disease|Vision|See|Malignant Neoplasms|collagen vascular disease|congestive|Heart|Entire heart|Collagen|Blood Vessel|Congestive heart failure|Adverse Event Associated with Vascular|Vascular|Cancer Genus|Primary malignant neoplasm,,,
blood dyscrasias - seeCONTRAINDICATIONS cancercollagen vascular diseasecongestive heart failure,C0018939|C0018801|C0018802,[dsyn]|[dsyn]|[dsyn],Hematological Disease|Heart failure|Congestive heart failure,,,
blood dyscrasias -see CONTRAINDICATIONS cancercollagen vascular diseasecongestive heart failure,C0018939|C0042789|C1947903|C0079164|C0005847|C0018801|C0018802|C1558950|C1801960,[dsyn]|[orgf]|[acty]|[qlco]|[bpoc]|[dsyn]|[dsyn]|[fndg]|[qlco],Hematological Disease|Vision|See|contraindications aspect|Blood Vessel|Heart failure|Congestive heart failure|Adverse Event Associated with Vascular|Vascular,,,
